,dealer_card1,delear_card2,player_card1,player_card2,unused_card,reward,action
3407,2,8,5,10,9,-1,0
3408,9,3,2,11,10,1,1
3409,3,10,4,11,7,1,1
3410,10,4,3,10,9,-1,0
3411,5,10,2,10,8,1,0
3412,10,6,7,11,5,1,1
3413,5,9,10,10,7,-1,0
3414,10,6,3,10,9,-1,0
3415,6,10,3,5,10,-1,1
3416,6,9,7,10,10,1,1
3417,4,10,6,3,2,-1,0
3418,11,4,9,10,5,-1,0
3419,10,10,20,7,4,-1,0
3420,11,6,5,20,10,-1,0
3421,11,9,3,4,6,-1,1
3422,9,5,2,4,10,1,0
3423,20,11,5,3,6,1,0
3424,10,7,2,9,10,1,0
3425,9,4,5,10,10,-1,0
3426,9,10,5,2,3,-1,0
3427,20,8,5,11,9,0,0
3428,5,10,3,10,6,1,0
3429,9,11,2,6,7,-1,1
3430,7,10,10,9,3,-1,0
3431,3,9,4,10,10,1,1
3432,6,11,20,2,4,-1,0
3433,3,10,11,6,7,1,1
3434,4,2,10,11,6,1,1
3435,5,2,10,10,20,1,1
3436,4,20,9,11,10,1,1
3437,20,11,6,5,2,1,0
3438,8,10,10,3,10,-1,0
3439,2,3,8,11,4,-1,0
3440,10,20,10,8,5,0,0
3441,11,6,10,4,5,1,0
3442,3,9,10,4,10,1,1
3443,10,11,8,10,2,-1,1
3444,20,3,7,10,2,1,0
3445,4,11,6,9,10,-1,0
3446,2,20,9,6,3,1,0
3447,2,10,7,20,8,-1,0
3448,11,9,10,3,4,-1,0
3449,10,20,10,8,4,1,1
3450,2,11,5,10,8,-1,0
3451,10,20,9,5,10,0,0
3452,7,9,20,6,10,-1,1
3453,20,2,5,4,10,1,1
3454,10,10,6,9,11,-1,0
3455,5,10,9,4,10,-1,1
3456,8,10,4,9,10,-1,0
3457,4,3,8,10,2,1,0
3458,5,20,7,2,3,1,1
3459,9,4,5,7,6,-1,1
3460,10,5,10,20,11,-1,0
3461,10,10,11,4,8,-1,0
3462,3,7,4,10,2,1,0
3463,10,10,10,11,7,1,1
3464,5,7,4,8,11,0,1
3465,10,8,3,7,11,1,0
3466,4,6,7,8,10,-1,0
3467,3,6,5,10,10,-1,0
3468,3,10,8,2,20,-1,0
3469,10,7,10,10,5,1,1
3470,10,7,10,4,2,-1,0
3471,10,7,10,6,10,-1,1
3472,7,4,5,6,3,0,1
3473,2,5,11,10,9,1,1
3474,5,20,10,7,4,1,0
3475,4,3,11,10,7,1,1
3476,9,11,10,8,3,1,0
3477,4,11,5,8,9,-1,0
3478,10,8,20,10,2,-1,0
3479,6,10,7,8,9,-1,1
3480,7,5,6,10,9,1,1
3481,20,5,9,10,10,1,1
3482,9,7,3,10,5,1,0
3483,10,5,11,10,6,1,1
3484,6,10,2,5,4,-1,0
3485,8,10,10,2,9,-1,1
3486,10,7,8,2,10,1,0
3487,9,10,8,2,5,-1,1
3488,10,11,8,4,10,-1,1
3489,20,8,6,10,5,1,1
3490,10,4,5,10,10,1,1
3491,2,10,6,9,8,-1,0
3492,3,7,5,2,8,1,0
3493,6,10,2,4,3,-1,0
3494,10,9,8,5,10,-1,1
3495,7,11,20,10,8,-1,1
3496,4,10,11,20,9,-1,1
3497,10,5,3,10,20,-1,1
3498,3,9,10,4,5,1,1
3499,10,8,11,9,10,-1,0
3500,10,10,9,20,11,-1,1
3501,10,4,11,20,8,-1,1
3502,6,2,9,10,10,1,1
3503,5,3,20,10,10,-1,0
3504,10,8,10,6,5,1,0
3505,8,20,10,4,5,1,0
3506,10,8,7,9,2,-1,1
3507,10,9,2,6,20,-1,1
3508,10,6,7,8,2,1,0
3509,8,4,11,3,20,-1,0
3510,10,2,7,10,8,-1,0
3511,9,2,20,5,4,-1,0
3512,5,20,10,10,11,0,0
3513,3,10,4,10,6,1,0
3514,10,5,11,8,10,-1,0
3515,11,8,10,7,10,-1,0
3516,5,11,7,9,20,0,1
3517,11,7,20,2,4,-1,0
3518,4,3,10,20,11,-1,0
3519,5,10,10,7,9,1,1
3520,7,4,8,3,2,1,0
3521,6,10,8,7,10,-1,0
3522,10,7,4,8,5,0,0
3523,4,7,3,10,9,-1,0
3524,2,10,6,8,3,1,1
3525,3,9,6,11,7,-1,0
3526,6,5,10,8,10,1,1
3527,5,11,7,4,10,1,0
3528,10,10,11,3,8,-1,1
3529,10,5,3,11,2,1,0
3530,8,6,4,10,20,0,1
3531,7,10,11,3,5,-1,1
3532,11,8,4,10,3,-1,1
3533,5,7,10,6,9,-1,0
3534,3,6,7,2,9,0,1
3535,3,7,20,10,10,-1,1
3536,10,10,11,20,9,-1,1
3537,2,10,10,10,10,-1,0
3538,11,10,20,9,5,-1,1
3539,7,20,6,10,4,1,1
3540,3,6,10,7,9,-1,0
3541,11,9,10,10,5,0,1
3542,10,2,10,3,6,1,0
3543,10,10,3,10,20,-1,1
3544,10,4,8,2,6,-1,1
3545,2,10,10,10,20,-1,0
3546,8,10,7,10,6,-1,1
3547,9,10,4,20,8,-1,1
3548,8,3,4,6,10,-1,1
3549,3,2,9,10,10,1,1
3550,7,8,3,20,10,-1,0
3551,3,2,8,10,20,1,1
3552,2,10,6,10,9,-1,0
3553,2,10,7,6,20,1,1
3554,10,11,10,20,8,-1,0
3555,10,20,9,6,2,1,1
3556,10,5,2,7,10,-1,1
3557,2,10,3,6,10,-1,1
3558,3,10,6,20,5,-1,1
3559,10,10,6,20,4,-1,0
3560,10,7,9,10,10,-1,0
3561,9,2,10,5,20,-1,0
3562,10,3,5,4,10,1,0
3563,2,9,6,10,10,-1,0
3564,10,10,20,2,11,-1,0
3565,5,7,20,3,6,-1,1
3566,6,20,7,5,9,1,0
3567,9,4,10,10,3,-1,0
3568,4,7,2,11,10,-1,0
3569,10,2,11,5,20,1,1
3570,3,9,6,11,7,1,1
3571,10,11,7,9,10,-1,1
3572,5,10,8,10,4,1,1
3573,2,3,6,9,20,-1,0
3574,11,7,2,5,6,-1,1
3575,7,8,11,10,10,1,1
3576,10,7,2,6,10,-1,1
3577,2,11,10,3,7,1,0
3578,3,10,10,8,7,-1,0
3579,4,10,20,10,10,-1,1
3580,11,3,9,8,20,1,1
3581,20,9,10,11,10,1,1
3582,10,8,3,10,6,1,0
3583,5,8,6,3,7,1,0
3584,20,9,4,10,8,0,0
3585,9,10,20,10,10,-1,1
3586,8,6,7,10,10,-1,0
3587,3,11,10,20,10,-1,0
3588,3,7,11,10,9,1,1
3589,8,3,11,5,6,1,1
3590,11,7,2,8,3,-1,0
3591,4,6,9,10,10,1,1
3592,10,9,7,4,6,-1,1
3593,11,10,10,3,7,-1,0
3594,20,11,8,9,2,1,1
3595,8,4,10,7,2,1,1
3596,3,20,6,10,9,0,0
3597,5,11,3,4,10,-1,1
3598,4,10,8,9,2,1,0
3599,4,10,11,9,5,-1,0
3600,11,4,5,2,20,-1,1
3601,11,7,4,10,9,-1,1
3602,20,6,3,9,10,1,1
3603,20,6,8,10,10,1,1
3604,7,20,9,5,3,1,0
3605,4,11,6,10,7,1,1
3606,2,8,9,10,11,-1,0
3607,11,6,10,4,8,-1,1
3608,20,10,6,8,9,1,1
3609,9,11,8,20,10,-1,0
3610,7,10,5,10,9,-1,0
3611,8,10,10,3,10,-1,0
3612,9,20,11,8,10,1,1
3613,10,3,20,6,11,-1,0
3614,3,2,11,8,9,1,1
3615,10,8,10,5,11,-1,0
3616,9,8,6,10,7,-1,0
3617,4,6,3,10,5,1,0
3618,11,3,7,9,10,1,1
3619,10,9,6,8,20,-1,1
3620,9,10,11,3,10,-1,0
3621,10,10,20,8,11,-1,0
3622,3,9,6,8,10,-1,0
3623,10,10,2,6,7,-1,0
3624,7,5,2,10,3,0,1
3625,9,6,4,10,7,-1,1
3626,6,5,7,4,9,1,0
3627,2,8,20,10,7,-1,1
3628,7,2,11,4,10,-1,0
3629,4,2,11,10,6,1,1
3630,7,10,3,11,6,1,0
3631,7,4,8,10,9,1,1
3632,3,10,2,6,10,-1,1
3633,10,10,3,11,8,-1,1
3634,10,10,5,11,10,-1,1
3635,8,10,6,9,11,-1,0
3636,4,10,10,11,9,1,1
3637,8,11,20,2,6,-1,0
3638,10,9,6,4,3,-1,0
3639,5,7,10,20,11,-1,1
3640,20,10,6,4,8,1,1
3641,8,4,3,2,11,1,0
3642,6,3,20,8,4,-1,0
3643,8,3,10,10,4,-1,0
3644,10,6,10,4,10,-1,0
3645,10,10,6,3,2,-1,1
3646,3,20,4,10,6,1,1
3647,10,5,10,6,3,1,0
3648,9,11,7,5,3,-1,0
3649,6,10,10,4,10,-1,0
3650,7,8,3,9,4,-1,1
3651,6,10,8,9,11,1,1
3652,8,4,9,10,5,-1,0
3653,7,6,2,8,10,-1,1
3654,11,10,7,10,4,-1,1
3655,8,6,9,10,11,-1,0
3656,6,9,3,8,11,-1,1
3657,7,20,10,2,8,1,1
3658,10,5,10,3,4,1,0
3659,2,10,9,3,6,1,0
3660,4,10,8,9,10,1,1
3661,4,10,10,10,3,1,1
3662,9,8,11,2,4,-1,1
3663,7,10,9,4,10,-1,1
3664,5,7,3,20,11,-1,0
3665,8,7,20,4,9,-1,1
3666,5,10,8,11,10,-1,0
3667,9,5,7,10,2,1,0
3668,6,3,2,5,10,-1,1
3669,5,10,11,6,2,1,1
3670,5,9,7,20,6,-1,1
3671,4,3,10,7,2,1,0
3672,10,3,10,9,2,1,0
3673,10,5,9,10,10,1,1
3674,6,2,20,10,4,-1,1
3675,10,5,10,20,11,-1,1
3676,11,20,10,8,9,1,1
3677,10,4,9,3,10,-1,1
3678,10,11,2,20,10,-1,1
3679,11,2,3,8,7,1,0
3680,11,6,10,20,9,-1,1
3681,2,20,11,5,4,1,1
3682,9,8,10,11,6,1,1
3683,9,8,7,20,11,-1,1
3684,10,2,10,10,10,1,1
3685,10,4,9,11,20,-1,0
3686,10,9,10,7,3,1,0
3687,8,20,3,7,2,1,1
3688,4,7,6,2,10,1,0
3689,10,9,7,4,10,-1,1
3690,10,11,7,6,4,-1,0
3691,5,11,20,10,4,-1,1
3692,2,7,6,3,10,0,1
3693,10,8,6,11,10,-1,1
3694,10,6,11,7,5,1,1
3695,10,6,20,2,11,-1,0
3696,10,4,10,8,6,1,1
3697,10,7,10,10,5,-1,0
3698,10,11,3,10,20,-1,1
3699,8,11,10,10,3,1,1
3700,9,6,7,20,2,-1,1
3701,10,6,8,7,4,-1,1
3702,10,7,10,8,10,-1,0
3703,4,20,6,10,10,1,1
3704,10,10,5,6,20,-1,0
3705,6,11,3,20,10,-1,1
3706,10,7,3,20,11,-1,1
3707,2,5,8,11,10,-1,0
3708,10,7,3,10,20,-1,1
3709,6,10,7,10,4,1,1
3710,10,10,2,20,10,-1,1
3711,3,5,7,20,11,-1,1
3712,10,11,5,10,6,0,0
3713,10,8,20,4,10,-1,0
3714,3,11,10,9,2,1,0
3715,20,8,10,10,3,0,0
3716,10,4,10,11,10,1,1
3717,20,10,9,10,4,1,1
3718,7,5,10,11,10,1,1
3719,10,2,10,5,10,-1,0
3720,6,10,5,3,10,-1,1
3721,10,3,10,9,4,1,1
3722,6,4,2,9,10,1,1
3723,10,7,11,10,10,1,1
3724,3,4,9,2,10,1,1
3725,4,10,10,20,5,-1,0
3726,4,10,2,7,5,-1,1
3727,5,10,10,10,2,1,1
3728,10,8,4,3,2,-1,0
3729,2,7,6,10,8,1,1
3730,3,5,10,10,11,1,1
3731,2,10,9,5,10,-1,0
3732,10,10,6,10,20,-1,1
3733,20,5,10,11,10,1,1
3734,8,10,5,11,10,-1,1
3735,20,10,11,9,2,0,0
3736,11,7,10,10,6,-1,0
3737,4,2,20,5,8,-1,1
3738,11,10,5,10,10,-1,1
3739,5,2,10,20,3,-1,0
3740,2,9,10,4,3,1,0
3741,5,6,10,10,7,1,1
3742,10,10,20,5,4,-1,0
3743,6,20,7,10,8,1,1
3744,7,10,6,20,3,-1,0
3745,9,5,6,8,10,0,1
3746,3,7,10,2,4,1,1
3747,9,10,20,11,6,-1,0
3748,10,10,3,4,8,-1,1
3749,11,10,9,8,20,-1,0
3750,20,10,3,10,6,1,1
3751,3,20,10,5,10,0,0
3752,10,5,6,8,10,-1,0
3753,11,10,20,3,6,-1,0
3754,10,3,10,6,4,1,1
3755,9,3,10,10,8,1,1
3756,10,8,5,11,10,-1,1
3757,6,3,10,10,5,1,1
3758,10,7,10,9,6,1,1
3759,10,10,11,9,20,-1,0
3760,4,5,10,10,9,-1,0
3761,2,7,3,8,10,1,1
3762,8,3,9,7,10,1,1
3763,10,3,8,20,7,-1,0
3764,20,10,9,11,10,1,1
3765,7,10,2,10,10,-1,1
3766,8,20,10,4,10,0,0
3767,10,10,8,3,5,-1,1
3768,2,10,4,3,6,1,0
3769,3,8,10,2,20,-1,0
3770,5,9,8,10,7,1,1
3771,20,6,5,8,3,1,0
3772,3,2,10,5,8,1,1
3773,6,8,20,7,3,-1,0
3774,20,4,6,10,2,1,0
3775,9,3,2,20,6,-1,0
3776,10,7,10,20,10,-1,0
3777,9,7,10,4,10,-1,0
3778,5,10,6,9,8,-1,0
3779,10,4,6,10,8,1,1
3780,20,5,3,2,10,1,1
3781,10,4,7,10,5,1,1
3782,10,3,7,10,6,1,1
3783,6,20,5,10,11,1,1
3784,10,10,9,2,8,-1,1
3785,7,5,2,10,10,-1,0
3786,11,9,8,3,2,-1,0
3787,6,10,7,10,9,-1,0
3788,8,10,5,11,4,-1,1
3789,9,5,10,4,10,0,1
3790,5,11,8,10,10,1,1
3791,20,9,3,10,7,1,0
3792,3,9,4,8,11,0,1
3793,10,9,11,4,10,-1,0
3794,10,2,11,8,6,-1,0
3795,10,20,8,5,6,1,0
3796,20,11,7,6,4,1,1
3797,6,11,10,4,2,-1,0
3798,10,11,10,6,4,-1,0
3799,5,3,10,10,20,-1,0
3800,8,5,10,6,7,1,1
3801,2,11,10,9,5,-1,0
3802,20,10,8,5,10,0,0
3803,8,5,7,2,10,1,0
3804,10,2,10,20,4,-1,1
3805,9,7,10,6,10,0,1
3806,11,10,2,20,8,-1,0
3807,10,9,10,10,5,1,1
3808,11,6,8,5,10,-1,1
3809,2,20,11,5,10,0,0
3810,4,20,10,10,2,0,0
3811,7,6,9,10,8,1,1
3812,7,5,10,10,6,1,1
3813,7,6,10,10,10,-1,0
3814,10,11,8,10,7,-1,1
3815,4,10,3,10,7,-1,1
3816,8,4,20,10,2,-1,1
3817,4,11,2,10,20,-1,1
3818,10,9,10,10,8,1,1
3819,4,9,5,3,2,-1,0
3820,20,4,10,10,9,1,1
3821,10,9,10,10,20,1,1
3822,9,3,20,10,10,-1,1
3823,6,4,10,5,10,-1,0
3824,8,11,4,10,20,-1,0
3825,10,11,10,9,7,-1,0
3826,9,20,10,2,11,0,0
3827,9,10,20,8,3,-1,0
3828,4,11,9,10,2,1,0
3829,10,20,3,5,4,1,1
3830,7,6,2,10,3,-1,1
3831,10,8,11,4,5,-1,1
3832,8,10,11,10,9,1,1
3833,4,11,3,2,10,-1,1
3834,10,5,11,4,3,0,1
3835,10,9,10,2,4,-1,1
3836,8,2,3,20,10,-1,0
3837,10,10,10,5,9,-1,1
3838,2,10,10,10,6,1,1
3839,2,11,3,10,6,0,1
3840,7,10,9,5,3,0,0
3841,5,2,11,8,20,1,1
3842,9,7,4,20,8,-1,1
3843,7,3,10,2,11,-1,0
3844,7,10,5,20,9,-1,0
3845,8,20,11,10,10,1,1
3846,20,5,9,10,2,1,1
3847,10,10,7,2,4,-1,1
3848,8,10,5,2,4,-1,1
3849,11,10,10,7,8,-1,1
3850,10,4,2,5,10,1,0
3851,6,10,9,2,8,-1,1
3852,10,5,20,11,6,-1,0
3853,10,10,11,6,2,-1,1
3854,9,10,6,20,8,-1,0
3855,10,9,10,7,10,-1,1
3856,7,11,5,9,10,-1,1
3857,7,10,10,5,10,-1,0
3858,8,5,10,6,11,-1,0
3859,10,5,6,3,11,-1,1
3860,3,10,11,20,4,-1,0
3861,8,7,6,2,10,1,0
3862,6,7,11,10,8,1,1
3863,10,8,10,2,6,-1,1
3864,10,6,11,7,10,-1,0
3865,20,9,10,3,4,1,0
3866,10,11,5,10,4,-1,0
3867,2,11,10,3,6,0,1
3868,20,4,8,10,6,1,1
3869,3,5,2,8,6,1,0
3870,8,11,2,4,10,-1,0
3871,11,6,20,4,8,-1,1
3872,4,7,9,5,2,1,1
3873,9,4,20,10,10,-1,1
3874,6,10,4,2,5,-1,1
3875,6,20,9,3,10,0,0
3876,10,3,7,6,5,0,1
3877,3,4,9,10,11,1,1
3878,10,5,8,6,4,-1,1
3879,11,7,10,8,6,-1,0
3880,20,5,2,3,10,1,0
3881,8,11,6,3,9,-1,1
3882,4,6,3,10,10,-1,0
3883,11,2,9,3,6,1,0
3884,4,10,10,7,8,1,1
3885,10,10,2,8,10,0,0
3886,8,10,10,11,3,1,1
3887,11,10,10,3,4,-1,1
3888,2,10,10,11,7,1,1
3889,3,10,6,9,5,1,0
3890,10,10,5,3,20,-1,1
3891,3,10,10,6,11,-1,0
3892,10,10,20,4,6,-1,0
3893,20,10,7,2,11,1,0
3894,4,10,10,5,7,1,1
3895,3,2,10,8,6,1,1
3896,3,20,10,9,10,1,1
3897,4,7,2,20,5,-1,1
3898,20,4,6,9,3,1,1
3899,2,4,9,10,5,-1,0
3900,7,8,10,6,10,-1,0
3901,10,7,20,10,11,-1,1
3902,8,11,20,10,7,-1,1
3903,2,11,6,8,10,1,1
3904,8,4,10,7,6,1,1
3905,6,2,7,8,4,1,0
3906,10,8,6,20,9,-1,1
3907,8,6,5,11,10,-1,0
3908,9,8,3,5,10,1,0
3909,10,3,11,8,10,1,1
3910,10,8,3,10,6,1,0
3911,10,10,8,10,3,-1,1
3912,2,10,11,20,7,-1,1
3913,10,4,10,11,5,1,1
3914,8,10,7,10,10,-1,0
3915,8,10,2,10,9,1,0
3916,6,5,10,11,7,1,1
3917,8,10,2,10,4,-1,0
3918,10,2,10,11,10,1,1
3919,3,2,10,20,11,-1,1
3920,4,10,3,2,10,1,0
3921,10,3,4,10,8,-1,0
3922,8,5,20,3,7,-1,1
3923,7,11,10,10,9,1,1
3924,10,9,10,5,4,-1,1
3925,10,2,7,6,11,-1,0
3926,2,5,3,10,10,1,1
3927,3,20,4,8,10,0,0
3928,10,6,3,8,2,-1,1
3929,11,10,9,4,3,-1,0
3930,3,20,5,10,11,1,1
3931,7,4,3,11,6,1,1
3932,20,3,10,10,4,0,0
3933,9,10,8,4,7,-1,1
3934,10,3,20,5,4,-1,1
3935,9,7,10,5,8,-1,0
3936,2,9,20,10,4,-1,0
3937,9,2,10,6,11,1,1
3938,5,8,10,7,20,-1,0
3939,10,2,10,11,10,1,1
3940,7,3,9,10,4,1,1
3941,10,10,2,10,3,-1,1
3942,3,11,8,5,10,-1,0
3943,11,6,9,3,10,-1,0
3944,8,20,3,6,5,1,0
3945,8,5,10,10,10,1,1
3946,7,5,10,10,10,-1,0
3947,11,10,20,5,4,-1,0
3948,10,10,20,4,6,-1,1
3949,3,10,7,9,4,1,1
3950,10,10,20,6,10,-1,1
3951,4,11,10,3,10,-1,0
3952,8,7,2,10,3,0,0
3953,8,10,11,7,10,-1,0
3954,6,9,20,3,10,-1,1
3955,10,8,10,7,5,-1,1
3956,20,3,10,8,4,1,1
3957,7,20,4,10,3,1,0
3958,9,3,10,10,8,1,1
3959,4,2,10,10,9,-1,0
3960,7,5,10,10,4,-1,0
3961,6,5,10,3,20,-1,0
3962,10,20,5,6,7,1,0
3963,4,10,8,10,11,-1,0
3964,10,3,6,20,10,-1,1
3965,2,7,11,5,8,-1,0
3966,11,6,8,4,10,-1,0
3967,8,20,3,2,11,1,1
3968,20,10,5,6,3,1,0
3969,10,6,20,5,10,-1,1
3970,6,10,10,7,8,1,1
3971,10,10,7,11,4,-1,0
3972,2,10,5,11,10,1,1
3973,9,2,10,7,10,1,1
3974,11,7,8,20,2,-1,0
3975,9,6,10,8,2,1,0
3976,8,10,11,20,2,-1,1
3977,11,7,8,4,5,-1,0
3978,7,2,9,3,10,-1,0
3979,3,11,8,5,10,-1,1
3980,10,3,11,10,20,1,1
3981,10,11,10,9,10,-1,1
3982,11,4,10,2,7,1,0
3983,10,2,6,20,8,-1,0
3984,11,20,10,4,5,1,1
3985,4,10,6,10,8,-1,0
3986,7,8,10,6,2,1,0
3987,10,10,20,4,8,-1,1
3988,10,6,10,5,11,-1,1
3989,11,2,20,3,10,-1,0
3990,7,10,4,2,6,-1,0
3991,8,5,7,2,10,1,0
3992,11,8,4,3,20,-1,0
3993,4,10,10,10,10,-1,0
3994,9,10,2,10,10,-1,1
3995,10,10,10,8,10,-1,0
3996,4,20,8,6,11,0,0
3997,4,5,3,8,11,1,1
3998,11,10,5,7,6,-1,0
3999,7,2,10,20,9,-1,1
4000,8,20,6,4,3,1,0
4001,5,10,6,10,3,1,1
4002,9,5,7,3,10,1,0
4003,11,9,3,10,20,-1,1
4004,7,9,20,6,2,-1,1
4005,10,10,11,10,4,1,1
4006,9,8,6,7,11,-1,1
4007,5,4,10,7,10,1,1
4008,10,11,5,3,10,-1,1
4009,10,9,10,2,20,-1,1
4010,5,10,3,10,2,0,0
4011,20,2,10,11,6,1,1
4012,6,2,10,8,4,-1,0
4013,10,8,7,4,10,1,0
4014,20,6,10,8,4,1,1
4015,6,4,10,20,10,-1,0
4016,10,11,3,8,4,-1,0
4017,10,9,7,20,6,-1,1
4018,5,9,10,3,11,-1,0
4019,11,5,10,3,10,-1,0
4020,7,4,20,10,10,-1,0
4021,10,9,4,10,8,-1,1
4022,6,20,4,3,10,1,1
4023,2,4,20,9,10,-1,0
4024,8,5,3,2,10,-1,1
4025,10,9,10,11,8,1,1
4026,10,2,10,4,5,1,1
4027,20,6,9,4,10,0,0
4028,4,20,9,10,10,1,1
4029,2,3,5,10,10,1,1
4030,5,10,11,3,20,-1,1
4031,10,20,10,7,9,0,0
4032,4,10,6,11,10,1,1
4033,6,5,7,11,2,1,0
4034,3,10,7,20,4,-1,1
4035,3,9,20,7,6,-1,0
4036,10,10,10,7,20,-1,0
4037,8,2,9,6,10,1,1
4038,10,10,11,10,20,1,1
4039,10,7,20,8,5,-1,1
4040,20,5,3,10,2,1,0
4041,11,10,10,9,2,0,0
4042,7,8,3,6,11,1,0
4043,10,6,5,8,11,-1,0
4044,10,5,11,20,8,-1,0
4045,7,8,20,9,10,-1,0
4046,4,20,2,8,3,1,1
4047,2,9,10,10,5,-1,0
4048,6,10,10,2,10,-1,1
4049,3,9,7,10,11,-1,0
4050,7,5,4,6,10,-1,1
4051,3,10,2,4,7,0,0
4052,2,4,20,10,5,-1,1
4053,11,10,10,9,8,-1,0
4054,20,11,8,4,3,1,1
4055,6,10,7,8,2,-1,1
4056,11,6,9,10,10,-1,0
4057,10,9,10,4,5,0,0
4058,10,7,5,3,2,-1,1
4059,6,11,4,7,10,-1,1
4060,10,10,10,5,2,-1,0
4061,2,6,10,3,5,1,0
4062,10,7,5,10,3,1,0
4063,10,2,6,3,20,-1,0
4064,10,11,10,4,8,-1,1
4065,10,9,3,11,8,-1,1
4066,6,3,10,20,10,-1,0
4067,11,7,3,9,10,-1,1
4068,4,3,10,7,5,1,1
4069,9,6,8,10,11,1,1
4070,10,6,5,20,2,-1,1
4071,2,10,3,10,9,1,1
4072,2,11,3,4,10,1,0
4073,4,8,11,5,9,-1,0
4074,5,7,8,10,10,-1,0
4075,10,6,10,5,20,-1,0
4076,10,10,9,10,20,-1,0
4077,5,4,10,9,6,-1,0
4078,7,11,5,10,4,-1,1
4079,10,10,9,5,10,-1,1
4080,9,8,10,2,11,-1,0
4081,9,7,5,10,10,-1,0
4082,3,11,5,2,10,1,0
4083,10,5,11,9,8,1,1
4084,10,3,2,5,4,-1,0
4085,8,10,4,11,10,-1,0
4086,10,3,11,10,5,1,1
4087,2,10,6,10,5,1,1
4088,7,9,3,5,8,0,0
4089,11,10,10,8,7,-1,0
4090,3,5,10,20,10,-1,1
4091,9,11,10,20,7,-1,0
4092,7,10,5,8,6,-1,1
4093,10,8,10,3,10,-1,0
4094,6,4,7,11,9,-1,0
4095,20,5,6,4,10,1,0
4096,2,7,11,10,10,1,1
4097,7,2,10,8,4,1,1
4098,10,7,3,6,10,1,0
4099,4,8,5,2,9,1,0
4100,10,8,7,4,10,1,0
4101,3,10,10,2,20,-1,1
4102,7,2,4,8,5,1,0
4103,10,10,5,3,8,-1,1
4104,10,11,4,8,10,-1,1
4105,20,4,6,10,9,1,1
4106,10,8,3,10,2,-1,1
4107,3,10,9,10,20,1,1
4108,9,4,8,20,10,-1,1
4109,10,5,20,3,4,-1,0
4110,9,8,5,2,10,-1,1
4111,3,10,5,20,10,-1,1
4112,5,10,2,6,11,1,0
4113,5,9,6,10,2,1,0
4114,2,10,4,10,3,1,0
4115,8,6,10,2,20,-1,0
4116,10,4,7,3,8,1,0
4117,4,9,2,10,8,1,0
4118,4,10,20,10,6,-1,0
4119,10,4,20,6,10,-1,0
4120,7,10,2,4,9,-1,1
4121,7,10,3,11,4,1,0
4122,3,10,10,9,10,1,1
4123,10,6,8,7,10,-1,0
4124,10,5,3,2,10,0,0
4125,11,3,2,10,10,-1,1
4126,20,8,6,10,7,0,0
4127,9,6,5,11,10,1,1
4128,11,20,6,9,3,1,0
4129,10,7,6,10,5,-1,1
4130,20,11,9,5,10,1,1
4131,10,3,5,11,4,1,1
4132,6,3,10,5,10,-1,0
4133,8,20,5,9,3,1,1
4134,3,2,10,9,20,1,1
4135,20,2,10,6,8,0,0
4136,11,10,2,4,8,-1,0
4137,10,10,8,7,20,-1,1
4138,7,10,10,20,6,-1,0
4139,4,8,11,10,7,1,1
4140,6,8,9,3,7,1,0
4141,9,10,6,10,11,-1,0
4142,8,10,6,5,2,-1,0
4143,5,6,2,10,3,1,1
4144,7,10,9,2,6,-1,1
4145,10,7,20,2,6,-1,0
4146,10,9,7,8,5,1,0
4147,20,7,11,9,4,0,0
4148,8,10,2,10,5,-1,1
4149,10,8,10,5,11,-1,0
4150,10,11,9,2,10,0,0
4151,10,8,5,6,3,-1,1
4152,10,9,7,10,11,-1,0
4153,9,6,10,11,10,1,1
4154,2,5,6,20,4,-1,1
4155,6,4,9,20,2,-1,1
4156,10,11,9,20,3,-1,1
4157,6,8,2,10,4,1,0
4158,3,10,8,9,10,-1,0
4159,11,20,10,10,3,0,0
4160,7,6,10,5,2,1,1
4161,8,2,10,10,4,1,1
4162,4,9,10,8,3,1,1
4163,4,5,20,8,10,-1,0
4164,2,4,7,5,3,1,0
4165,3,6,4,7,20,-1,0
4166,10,10,6,9,10,-1,0
4167,7,8,10,3,11,-1,1
4168,10,6,4,2,7,-1,0
4169,10,6,10,11,3,1,1
4170,10,2,10,7,9,1,1
4171,2,10,11,7,8,-1,0
4172,6,2,10,10,20,-1,0
4173,8,20,7,5,3,1,1
4174,10,10,11,2,10,-1,0
4175,10,10,10,10,20,0,1
4176,9,3,5,10,6,1,0
4177,9,3,7,5,11,-1,0
4178,3,4,10,10,2,-1,0
4179,8,5,9,10,4,1,1
4180,10,11,6,3,10,-1,0
4181,10,7,3,8,20,-1,0
4182,10,2,9,10,6,-1,0
4183,10,6,10,4,9,-1,0
4184,20,8,7,4,10,1,1
4185,11,20,10,9,10,0,0
4186,8,10,5,6,10,-1,1
4187,6,20,11,9,10,1,1
4188,8,10,10,7,11,-1,1
4189,11,6,10,4,9,-1,0
4190,7,9,11,2,10,-1,1
4191,5,10,10,6,8,-1,0
4192,3,11,7,10,10,1,1
4193,7,10,10,10,2,-1,0
4194,8,2,9,7,4,1,0
4195,10,2,10,20,5,-1,0
4196,4,10,9,8,20,-1,0
4197,11,10,6,5,7,-1,0
4198,8,5,20,6,10,-1,1
4199,10,10,10,7,3,0,0
4200,10,8,10,2,6,0,0
4201,6,10,2,3,9,-1,0
